Alert,Date,Time,Lat,Long,Vehicle,Speed
cas_fcw,04-08-2022,16:45:41,12.899567,80.091005,805,46
cas_hmw,04-08-2022,16:45:45,12.923369,80.114443,5339,50
cas_ldw,04-08-2022,16:46:12,12.836473,80.051979,2846,59
cas_hmw,04-08-2022,16:46:16,12.901808,80.092709,805,61
cas_hmw,04-08-2022,16:46:24,12.902974,80.093566,805,52
cas_ldw,04-08-2022,16:46:39,12.904021,80.094363,805,50
cas_hmw,04-08-2022,16:46:50,12.906161,80.095956,805,54
cas_hmw,04-08-2022,16:46:59,12.906161,80.095956,805,54
cas_hmw,04-08-2022,16:47:44,12.909463,80.099044,805,33
cas_hmw,04-08-2022,16:47:49,12.909463,80.099044,805,33
cas_hmw,04-08-2022,16:48:24,12.92696,80.118104,5339,7
cas_hmw,04-08-2022,16:48:32,12.928423,80.119547,5339,43
cas_ldw,04-08-2022,16:49:05,12.819998,80.036856,2846,47
cas_hmw,04-08-2022,16:49:21,12.913036,80.101485,805,46
cas_ldw,04-08-2022,16:49:23,12.913036,80.101485,805,46
cas_hmw,04-08-2022,16:49:28,12.923994,80.09813,3143,22
cas_hmw,04-08-2022,16:49:43,12.915396,80.102541,805,53
cas_ldw,04-08-2022,16:49:52,12.915705,80.103892,805,55
cas_ldw,04-08-2022,16:50:02,12.916071,80.105235,805,51
cas_ldw,04-08-2022,16:50:08,12.916071,80.105235,805,51
cas_ldw,04-08-2022,16:50:17,12.818983,80.036111,2846,52
cas_hmw,04-08-2022,16:50:22,12.932685,80.123825,5339,40
cas_hmw,04-08-2022,16:50:39,12.918294,80.108849,805,54
cas_ldw,04-08-2022,16:51:01,12.920902,80.111894,805,58
cas_hmw,04-08-2022,16:51:03,12.920902,80.111894,805,58
cas_fcw,04-08-2022,16:51:10,12.818983,80.036111,2846,52
cas_ldw,04-08-2022,16:51:21,12.92284,80.11392,805,57
cas_hmw,04-08-2022,16:51:26,12.92284,80.11392,805,57
cas_hmw,04-08-2022,16:53:06,12.802243,80.025039,2846,43
cas_ldw,04-08-2022,16:53:38,12.790643,80.017454,2846,57
cas_ldw,04-08-2022,16:53:39,12.944728,80.135113,5339,57
cas_ldw,04-08-2022,16:54:16,12.949447,80.138655,5339,57
cas_hmw,04-08-2022,16:55:06,12.782974,80.013138,2846,58
cas_hmw,04-08-2022,16:55:59,12.776278,80.010195,2846,58
cas_fcw,04-08-2022,16:56:08,12.770949,80.007804,2846,54
cas_hmw,04-08-2022,16:56:42,12.76981,80.007249,2846,51
cas_hmw,04-08-2022,16:56:55,12.931271,80.122354,805,22
cas_hmw,04-08-2022,16:56:56,12.93069,80.116758,3143,32
cas_hmw,04-08-2022,16:57:00,12.956299,80.143179,5339,22
cas_hmw,04-08-2022,16:57:02,12.956299,80.143179,5339,22
cas_hmw,04-08-2022,16:57:03,12.932027,80.12313,805,31
cas_hmw,04-08-2022,16:57:07,12.932027,80.12313,805,31
cas_hmw,04-08-2022,16:57:09,12.95692,80.143521,5339,28
cas_hmw,04-08-2022,16:57:10,12.95692,80.143521,5339,28
cas_pcw,04-08-2022,16:57:40,12.763462,80.004343,2846,59
cas_hmw,04-08-2022,16:58:24,12.759979,80.003385,2846,17
cas_hmw,04-08-2022,16:58:27,12.759277,80.003159,2846,36
cas_hmw,04-08-2022,16:58:34,12.759277,80.003159,2846,36
cas_hmw,04-08-2022,16:59:01,12.756142,80.002076,2846,45
cas_hmw,04-08-2022,16:59:04,12.962444,80.146322,5339,41
cas_hmw,04-08-2022,16:59:09,12.935881,80.126754,805,8
cas_hmw,04-08-2022,16:59:10,12.755356,80.001641,2846,38
cas_hmw,04-08-2022,16:59:11,12.93632,80.127194,805,0
cas_hmw,04-08-2022,16:59:23,12.93632,80.127194,805,0
cas_ldw,04-08-2022,16:59:39,12.938503,80.129086,805,0
cas_ldw,04-08-2022,16:59:40,12.753214,80.000248,2846,60
cas_ldw,04-08-2022,17:00:07,12.749614,79.997725,2846,58
cas_hmw,04-08-2022,17:00:10,12.941658,80.13212,805,56
cas_hmw,04-08-2022,17:00:33,12.932673,80.123793,3143,37
cas_hmw,04-08-2022,17:00:35,12.943814,80.134344,805,51
cas_ldw,04-08-2022,17:00:36,12.745026,79.994041,2846,58
cas_ldw,04-08-2022,17:00:45,12.973599,80.153527,5339,58
cas_ldw,04-08-2022,17:00:46,12.944973,80.135237,805,57
cas_hmw,04-08-2022,17:00:52,12.974478,80.154822,5339,63
cas_fcw,04-08-2022,17:00:54,12.974478,80.154822,5339,63
cas_hmw,04-08-2022,17:00:57,12.944973,80.135237,805,57
cas_hmw,04-08-2022,17:01:03,12.946425,80.136352,805,42
cas_hmw,04-08-2022,17:01:07,12.946425,80.136352,805,42
cas_hmw,04-08-2022,17:01:10,12.975823,80.156725,5339,44
cas_hmw,04-08-2022,17:01:21,12.976451,80.157656,5339,40
cas_ldw,04-08-2022,17:01:24,12.947536,80.13719,805,0
cas_hmw,04-08-2022,17:01:53,12.978557,80.160786,5339,53
cas_hmw,04-08-2022,17:02:07,12.940066,80.130553,3143,57
cas_hmw,04-08-2022,17:02:34,12.943007,80.133563,3143,51
cas_hmw,04-08-2022,17:02:56,12.944529,80.134916,3143,47
cas_hmw,04-08-2022,17:02:58,12.952137,80.140747,805,23
cas_ldw,04-08-2022,17:03:07,12.983951,80.170858,5339,57
cas_hmw,04-08-2022,17:03:19,12.95456,80.142224,805,38
cas_hmw,04-08-2022,17:03:24,12.95456,80.142224,805,38
cas_hmw,04-08-2022,17:03:25,12.95456,80.142224,805,38
cas_hmw,04-08-2022,17:03:28,12.985039,80.172595,5339,35
cas_ldw,04-08-2022,17:03:49,12.738236,79.988577,2846,58
cas_hmw,04-08-2022,17:04:38,12.986782,80.17514,5339,32
cas_hmw,04-08-2022,17:04:48,12.987393,80.175971,5339,41
cas_hmw,04-08-2022,17:04:54,12.956539,80.143245,805,30
cas_hmw,04-08-2022,17:05:05,12.956539,80.143245,805,30
cas_hmw,04-08-2022,17:05:15,12.953441,80.141649,3143,29
cas_hmw,04-08-2022,17:05:46,12.960626,80.14528,805,29
cas_hmw,04-08-2022,17:05:51,12.960626,80.14528,805,29
cas_hmw,04-08-2022,17:05:55,12.962166,80.146155,805,46
cas_hmw,04-08-2022,17:06:00,12.962166,80.146155,805,46
cas_hmw,04-08-2022,17:06:00,12.962166,80.146155,805,46
cas_hmw,04-08-2022,17:06:01,12.962166,80.146155,805,46
cas_hmw,04-08-2022,17:06:02,12.962166,80.146155,805,46
cas_hmw,04-08-2022,17:06:05,12.989525,80.178679,5339,14
cas_hmw,04-08-2022,17:06:10,12.989909,80.179292,5339,38
cas_ldw,04-08-2022,17:06:20,12.990621,80.180224,5339,45
cas_hmw,04-08-2022,17:06:25,12.990621,80.180224,5339,45
cas_hmw,04-08-2022,17:06:34,12.964711,80.147716,805,52
cas_hmw,04-08-2022,17:07:01,12.955969,80.142984,3143,5
cas_hmw,04-08-2022,17:07:02,12.955969,80.142984,3143,5
cas_pcw,04-08-2022,17:07:14,12.724762,79.982264,2846,2
cas_ldw,04-08-2022,17:07:28,12.957941,80.144036,3143,41
cas_hmw,04-08-2022,17:07:38,12.993881,80.185168,5339,14
cas_hmw,04-08-2022,17:07:39,12.993881,80.185168,5339,14
cas_pcw,04-08-2022,17:07:47,12.724762,79.982264,2846,2
cas_hmw,04-08-2022,17:07:53,12.973482,80.153314,805,58
cas_hmw,04-08-2022,17:08:00,12.974749,80.155198,805,58
cas_hmw,04-08-2022,17:08:06,12.974749,80.155198,805,58
cas_hmw,04-08-2022,17:08:09,12.974749,80.155198,805,58
cas_ldw,04-08-2022,17:08:16,12.995853,80.18895,5339,54
cas_ldw,04-08-2022,17:08:21,12.976,80.156992,805,46
cas_hmw,04-08-2022,17:08:29,12.996667,80.189961,5339,42
cas_ldw,04-08-2022,17:08:30,12.723181,79.981732,2846,35
cas_ldw,04-08-2022,17:08:37,12.977033,80.158506,805,48
cas_ldw,04-08-2022,17:08:40,12.719524,79.98116,2846,60
cas_fcw,04-08-2022,17:08:45,12.964481,80.147544,3143,24
cas_ldw,04-08-2022,17:09:05,12.979484,80.162049,805,56
cas_ldw,04-08-2022,17:09:14,12.713877,79.980188,2846,57
cas_ldw,04-08-2022,17:09:21,12.980289,80.164068,805,57
cas_ldw,04-08-2022,17:09:47,12.982362,80.168161,805,58
cas_hmw,04-08-2022,17:10:18,12.98464,80.171973,805,56
cas_hmw,04-08-2022,17:10:29,12.985748,80.173626,805,40
cas_ldw,04-08-2022,17:10:34,12.708675,79.977262,2846,42
cas_hmw,04-08-2022,17:10:39,12.985748,80.173626,805,40
cas_hmw,04-08-2022,17:11:36,13.001854,80.198818,5339,57
cas_pcw,04-08-2022,17:11:40,12.969696,80.14746,3143,5
cas_hmw,04-08-2022,17:11:57,13.002896,80.200699,5339,43
cas_pcw,04-08-2022,17:12:00,12.970257,80.147024,3143,24
cas_hmw,04-08-2022,17:12:33,13.004964,80.201323,5339,34
cas_hmw,04-08-2022,17:13:11,12.990594,80.18023,805,40
cas_hmw,04-08-2022,17:13:39,13.007527,80.203424,5339,36
cas_fcw,04-08-2022,17:14:04,13.007662,80.20583,5339,48
cas_ldw,04-08-2022,17:14:50,12.993774,80.184983,805,9
cas_hmw,04-08-2022,17:14:51,13.008693,80.210904,5339,33
cas_hmw,04-08-2022,17:15:58,13.011275,80.218079,5339,42
cas_hmw,04-08-2022,17:16:08,13.011673,80.219216,5339,51
cas_hmw,04-08-2022,17:16:40,12.99639,80.189621,805,33
cas_hmw,04-08-2022,17:16:50,13.013125,80.222213,5339,34
cas_hmw,04-08-2022,17:17:01,13.013735,80.222936,5339,36
cas_hmw,04-08-2022,17:17:48,13.001128,80.195471,805,17
cas_hmw,04-08-2022,17:17:55,13.001128,80.195471,805,17
cas_ldw,04-08-2022,17:18:13,13.001741,80.196277,805,36
cas_hmw,04-08-2022,17:18:17,13.002011,80.198015,805,49
cas_pcw,04-08-2022,17:18:25,12.974093,80.135698,3143,0
cas_hmw,04-08-2022,17:18:31,13.017599,80.2249,5339,38
cas_hmw,04-08-2022,17:18:31,13.001945,80.199989,805,43
cas_ldw,04-08-2022,17:19:29,13.006389,80.203054,805,46
cas_pcw,04-08-2022,17:19:29,12.975186,80.135331,3143,27
cas_hmw,04-08-2022,17:19:34,13.019758,80.224592,5339,16
cas_hmw,04-08-2022,17:19:48,13.020965,80.225487,5339,38
cas_hmw,04-08-2022,17:20:00,13.007772,80.202791,805,36
cas_pcw,04-08-2022,17:20:27,12.979581,80.136392,3143,22
cas_hmw,04-08-2022,17:20:30,13.007865,80.207323,805,54
cas_hmw,04-08-2022,17:20:38,13.007865,80.207323,805,54
cas_hmw,04-08-2022,17:21:08,13.008614,80.210689,805,40
cas_hmw,04-08-2022,17:21:12,13.009241,80.212349,805,35
cas_hmw,04-08-2022,17:21:48,13.010207,80.215355,805,48
cas_hmw,04-08-2022,17:22:36,13.012166,80.220696,805,30
cas_hmw,04-08-2022,17:22:49,13.012331,80.221185,805,0
cas_hmw,04-08-2022,17:23:26,13.025932,80.231026,5339,0
cas_hmw,04-08-2022,17:24:00,13.025932,80.231026,5339,0
cas_hmw,04-08-2022,17:24:02,13.025932,80.231026,5339,0
cas_hmw,04-08-2022,17:24:20,13.015462,80.225492,805,8
cas_hmw,04-08-2022,17:24:23,13.028218,80.235612,5339,40
cas_hmw,04-08-2022,17:24:32,13.01503,80.22593,805,20
cas_hmw,04-08-2022,17:24:44,13.014143,80.226304,805,26
cas_hmw,04-08-2022,17:24:44,12.987704,80.14203,3143,0
cas_hmw,04-08-2022,17:25:37,13.010152,80.227914,805,34
cas_hmw,04-08-2022,17:25:48,13.009157,80.228761,805,35
cas_pcw,04-08-2022,17:26:07,12.983994,80.140372,3143,28
cas_pcw,04-08-2022,17:27:14,12.981643,80.138297,3143,22
cas_hmw,04-08-2022,17:30:18,13.006891,80.240069,805,22
cas_ldw,04-08-2022,17:30:34,12.651492,79.941899,2846,47
cas_ldw,04-08-2022,17:30:52,12.651492,79.941899,2846,47
cas_ldw,04-08-2022,17:31:25,12.645134,79.939478,2846,58
cas_pcw,04-08-2022,17:31:34,12.974631,80.134267,3143,33
cas_pcw,04-08-2022,17:31:38,12.974754,80.133446,3143,11
cas_hmw,04-08-2022,17:32:04,13.00677,80.247181,805,32
cas_hmw,04-08-2022,17:32:11,12.97507,80.13266,3143,21
cas_pcw,04-08-2022,17:32:19,12.97507,80.13266,3143,21
cas_pcw,04-08-2022,17:33:43,12.979022,80.129656,3143,36
cas_ldw,04-08-2022,17:34:19,12.626421,79.929698,2846,58
cas_hmw,04-08-2022,17:34:31,13.006938,80.251224,805,12
cas_pcw,04-08-2022,17:34:38,12.982526,80.129096,3143,17
cas_ldw,04-08-2022,17:34:39,12.624133,79.928704,2846,58
cas_ldw,04-08-2022,17:34:51,12.624133,79.928704,2846,58
cas_hmw,04-08-2022,17:34:58,13.006604,80.252439,805,17
cas_hmw,04-08-2022,17:35:17,12.98313,80.128249,3143,17
cas_hmw,04-08-2022,17:35:19,12.98313,80.128249,3143,17
cas_hmw,04-08-2022,17:35:19,12.98313,80.128249,3143,17
cas_hmw,04-08-2022,17:35:26,12.983254,80.127314,3143,22
cas_ldw,04-08-2022,17:35:31,12.617487,79.926547,2846,58
cas_hmw,04-08-2022,17:35:34,12.983254,80.127314,3143,22
cas_hmw,04-08-2022,17:35:35,12.983254,80.127314,3143,22
cas_hmw,04-08-2022,17:35:37,12.983254,80.127314,3143,22
cas_hmw,04-08-2022,17:35:39,12.983254,80.127314,3143,22
cas_hmw,04-08-2022,17:35:39,12.983254,80.127314,3143,22
cas_hmw,04-08-2022,17:35:40,12.983384,80.126537,3143,18
cas_pcw,04-08-2022,17:36:17,12.984244,80.1246,3143,26
cas_hmw,04-08-2022,17:36:24,12.611394,79.923573,2846,58
cas_hmw,04-08-2022,17:38:08,13.007786,80.258744,805,19
cas_ldw,04-08-2022,17:38:42,13.009591,80.259037,805,41
cas_hmw,04-08-2022,17:38:52,13.04379,80.247695,5339,30
cas_ldw,04-08-2022,17:39:14,12.600891,79.92005,2846,56
cas_ldw,04-08-2022,17:41:04,12.574491,79.916826,2846,58
cas_ldw,04-08-2022,17:41:08,13.047238,80.248471,5339,19
cas_hmw,04-08-2022,17:41:50,13.018797,80.261258,805,2
cas_hmw,04-08-2022,17:41:50,13.018797,80.261258,805,2
cas_hmw,04-08-2022,17:43:00,13.055557,80.255326,5339,30
cas_hmw,04-08-2022,17:43:00,13.055557,80.255326,5339,30
cas_hmw,04-08-2022,17:43:15,13.022102,80.263322,805,31
cas_hmw,04-08-2022,17:43:15,13.022102,80.263322,805,31
cas_hmw,04-08-2022,17:43:16,13.022102,80.263322,805,31
cas_hmw,04-08-2022,17:43:19,13.022102,80.263322,805,31
cas_hmw,04-08-2022,17:43:53,12.998577,80.10165,3143,24
cas_ldw,04-08-2022,17:44:10,12.559975,79.911307,2846,58
cas_hmw,04-08-2022,17:44:13,12.559975,79.911307,2846,58
cas_pcw,04-08-2022,17:44:35,13.026255,80.26575,805,9
cas_pcw,04-08-2022,17:45:14,12.54427,79.905196,2846,34
cas_hmw,04-08-2022,17:45:16,13.055936,80.255984,5339,24
cas_hmw,04-08-2022,17:45:17,13.055936,80.255984,5339,24
cas_hmw,04-08-2022,17:45:18,13.055936,80.255984,5339,24
cas_pcw,04-08-2022,17:45:36,12.998149,80.096909,3143,0
cas_fcw,04-08-2022,17:45:59,13.054598,80.256383,5339,40
cas_hmw,04-08-2022,17:46:16,12.998282,80.096551,3143,7
cas_hmw,04-08-2022,17:46:20,12.54195,79.904676,2846,45
cas_hmw,04-08-2022,17:46:25,12.53787,79.903666,2846,56
cas_fcw,04-08-2022,17:46:48,12.999266,80.096942,3143,18
cas_hmw,04-08-2022,17:46:58,13.000243,80.097502,3143,30
cas_pcw,04-08-2022,17:47:00,13.000243,80.097502,3143,30
cas_hmw,04-08-2022,17:47:12,13.05391,80.263528,5339,41
cas_hmw,04-08-2022,17:47:31,13.053756,80.265461,5339,38
cas_pcw,04-08-2022,17:48:02,13.05362,80.266963,5339,6
cas_pcw,04-08-2022,17:48:16,13.030419,80.266678,805,31
cas_pcw,04-08-2022,17:48:30,13.032359,80.267248,805,0
cas_pcw,04-08-2022,17:48:47,13.004292,80.099959,3143,29
cas_pcw,04-08-2022,17:50:09,13.053179,80.27106,5339,15
cas_pcw,04-08-2022,17:51:09,13.052908,80.272404,5339,17
cas_pcw,04-08-2022,17:51:58,13.037179,80.26753,805,24
cas_pcw,04-08-2022,17:52:15,13.037973,80.267647,805,21
cas_pcw,04-08-2022,17:52:59,13.039851,80.267823,805,17
cas_hmw,04-08-2022,17:53:32,13.041076,80.268158,805,16
cas_hmw,04-08-2022,17:53:37,13.020292,80.104777,3143,18
cas_pcw,04-08-2022,17:53:56,13.057628,80.274027,5339,24
cas_pcw,04-08-2022,17:54:16,13.058628,80.274146,5339,12
cas_pcw,04-08-2022,17:54:34,13.059318,80.274203,5339,25
cas_pcw,04-08-2022,17:54:39,13.059756,80.274253,5339,10
cas_pcw,04-08-2022,17:55:41,13.048116,80.265912,805,12
cas_pcw,04-08-2022,17:55:42,13.027358,80.110936,3143,25
cas_pcw,04-08-2022,17:56:00,13.063336,80.27417,5339,19
cas_pcw,04-08-2022,17:56:13,13.028964,80.111251,3143,19
cas_pcw,04-08-2022,17:57:45,13.065234,80.273857,5339,0
cas_hmw,04-08-2022,17:58:21,13.054802,80.264184,805,22
cas_pcw,04-08-2022,17:59:19,13.039475,80.113663,3143,11
cas_pcw,04-08-2022,17:59:24,13.039475,80.113663,3143,11
cas_hmw,04-08-2022,17:59:46,13.068025,80.271384,5339,19
cas_pcw,04-08-2022,18:00:27,13.042259,80.115087,3143,40
cas_pcw,04-08-2022,18:02:15,13.068943,80.267336,5339,28
cas_pcw,04-08-2022,18:02:22,13.069339,80.266901,5339,19
cas_pcw,04-08-2022,18:02:48,13.069924,80.266234,5339,26
cas_hmw,04-08-2022,18:03:41,13.045018,80.115601,3143,6
cas_hmw,04-08-2022,18:03:55,13.045074,80.116252,3143,24
cas_hmw,04-08-2022,18:05:19,13.07129,80.258941,5339,26
cas_hmw,04-08-2022,18:06:12,13.068295,80.255715,5339,38
cas_pcw,04-08-2022,18:07:33,13.066865,80.254314,5339,16
cas_hmw,04-08-2022,18:07:48,13.066906,80.253973,5339,17
cas_ldw,04-08-2022,18:08:01,13.056484,80.11604,3143,57
cas_hmw,04-08-2022,18:08:06,13.067966,80.253169,5339,32
cas_hmw,04-08-2022,18:09:56,13.062136,80.263221,805,0
cas_hmw,04-08-2022,18:09:58,13.062136,80.263221,805,0
cas_hmw,04-08-2022,18:09:58,13.062136,80.263221,805,0
cas_hmw,04-08-2022,18:09:58,13.062136,80.263221,805,0
cas_hmw,04-08-2022,18:10:00,13.062136,80.263221,805,0
cas_hmw,04-08-2022,18:10:09,13.065371,80.247771,5339,26
cas_hmw,04-08-2022,18:10:09,13.065371,80.247771,5339,26
cas_hmw,04-08-2022,18:10:09,13.062136,80.263221,805,0
cas_hmw,04-08-2022,18:10:12,13.062136,80.263221,805,0
cas_pcw,04-08-2022,18:11:15,13.064052,80.249345,5339,13
cas_pcw,04-08-2022,18:11:19,13.063852,80.249656,5339,13
cas_pcw,04-08-2022,18:11:44,13.063798,80.250091,5339,7
cas_pcw,04-08-2022,18:12:05,13.051826,80.08971,3143,7
cas_hmw,04-08-2022,18:15:03,13.048053,80.086059,3143,38
cas_hmw,04-08-2022,18:15:30,13.06677,80.254269,805,6
cas_pcw,04-08-2022,18:17:17,13.064426,80.248204,805,12
cas_ldw,04-08-2022,18:20:20,13.027178,80.091572,3143,36
cas_ldw,04-08-2022,18:22:06,13.014124,80.094112,3143,58
cas_ldw,04-08-2022,18:22:20,13.011965,80.093246,3143,58
cas_ldw,04-08-2022,18:23:12,13.005438,80.090715,3143,58
cas_ldw,04-08-2022,18:23:28,13.003109,80.089807,3143,58
cas_ldw,04-08-2022,18:23:42,13.000944,80.088964,3143,56
cas_ldw,04-08-2022,18:23:55,12.998755,80.088105,3143,58
cas_ldw,04-08-2022,18:25:00,12.989829,80.089311,3143,55
cas_ldw,04-08-2022,18:27:41,12.966538,80.090229,3143,58
cas_ldw,04-08-2022,18:28:03,12.964179,80.090319,3143,58
cas_ldw,04-08-2022,18:28:46,12.95717,80.090307,3143,59
cas_ldw,04-08-2022,18:34:02,12.9293,80.079884,3143,29
cas_ldw,04-08-2022,18:35:12,12.91907,80.076514,3143,58
cas_ldw,04-08-2022,18:35:43,12.916834,80.075841,3143,56
cas_ldw,04-08-2022,18:36:41,12.90777,80.07285,3143,57
cas_ldw,04-08-2022,18:37:24,12.901198,80.071109,3143,57
cas_ldw,04-08-2022,18:37:48,12.898916,80.070678,3143,58
cas_ldw,04-08-2022,18:38:58,12.888327,80.073329,3143,57
cas_ldw,04-08-2022,18:39:06,12.888327,80.073329,3143,57
cas_ldw,04-08-2022,18:39:36,12.886615,80.077851,3143,56
cas_ldw,05-08-2022,06:17:52,12.886383,80.077569,3143,53
cas_ldw,05-08-2022,06:19:33,12.896294,80.070416,3143,58
cas_ldw,05-08-2022,06:20:20,12.903069,80.071194,3143,50
cas_ldw,05-08-2022,06:22:23,12.918928,80.076166,3143,58
cas_ldw,05-08-2022,06:23:11,12.925654,80.078245,3143,54
cas_ldw,05-08-2022,06:26:58,12.951186,80.087768,3143,53
cas_ldw,05-08-2022,06:27:13,12.952409,80.088233,3143,51
cas_ldw,05-08-2022,06:29:21,12.970475,80.089838,3143,59
cas_ldw,05-08-2022,06:31:36,12.988934,80.089109,3143,56
cas_ldw,05-08-2022,06:32:08,12.994433,80.087532,3143,55
cas_ldw,05-08-2022,06:33:23,13.004104,80.089876,3143,54
cas_ldw,05-08-2022,06:33:36,13.006532,80.090786,3143,52
cas_ldw,05-08-2022,06:33:44,13.006532,80.090786,3143,52
cas_ldw,05-08-2022,06:34:31,13.012676,80.093195,3143,50
cas_ldw,05-08-2022,06:34:34,13.012676,80.093195,3143,50
cas_ldw,05-08-2022,06:34:49,13.015105,80.094124,3143,51
cas_ldw,05-08-2022,06:35:47,13.022643,80.092824,3143,54
cas_ldw,05-08-2022,06:46:23,13.044038,80.085356,3143,52
cas_ldw,05-08-2022,06:52:55,13.056892,80.109571,3143,50
cas_hmw,05-08-2022,06:53:43,13.056719,80.115619,3143,36
cas_hmw,05-08-2022,06:56:38,12.474684,79.85705,2846,58
cas_ldw,05-08-2022,06:59:38,12.491494,79.867905,2846,39
cas_ldw,05-08-2022,07:00:52,12.502285,79.876979,2846,58
cas_ldw,05-08-2022,07:02:45,12.513323,79.884016,2846,58
cas_ldw,05-08-2022,07:02:55,12.516633,79.889042,2846,63
cas_pcw,05-08-2022,07:06:07,13.063764,80.250321,805,12
cas_hmw,05-08-2022,07:07:03,12.508898,79.886825,2846,35
cas_hmw,05-08-2022,07:07:08,12.508928,79.888695,2846,31
cas_pcw,05-08-2022,07:07:39,13.063737,80.250966,5339,0
cas_ldw,05-08-2022,07:09:46,12.511352,79.8853,2846,25
cas_ldw,05-08-2022,07:10:46,12.515202,79.888588,2846,51
cas_ldw,05-08-2022,07:10:52,12.517789,79.890247,2846,58
cas_ldw,05-08-2022,07:11:42,12.522376,79.895658,2846,57
cas_pcw,05-08-2022,07:12:27,13.063737,80.250966,5339,0
cas_hmw,05-08-2022,07:13:13,13.063737,80.250966,5339,0
cas_hmw,05-08-2022,07:13:14,13.063737,80.250966,5339,0
cas_hmw,05-08-2022,07:13:15,13.063737,80.250966,5339,0
cas_hmw,05-08-2022,07:13:20,13.063737,80.250966,5339,0
cas_hmw,05-08-2022,07:13:21,13.063737,80.250966,5339,0
cas_hmw,05-08-2022,07:13:22,13.063737,80.250966,5339,0
cas_pcw,05-08-2022,07:15:44,13.07236,80.263606,5339,27
cas_ldw,05-08-2022,07:15:53,12.545156,79.90513,2846,44
cas_pcw,05-08-2022,07:16:50,13.029091,80.111318,3143,28
cas_fcw,05-08-2022,07:17:40,13.068431,80.269058,805,40
cas_pcw,05-08-2022,07:19:11,13.063854,80.267428,805,33
cas_pcw,05-08-2022,07:20:22,13.06333,80.274001,5339,0
cas_pcw,05-08-2022,07:22:04,13.059779,80.274206,5339,0
cas_hmw,05-08-2022,07:22:20,12.598301,79.919674,2846,58
cas_ldw,05-08-2022,07:22:38,12.605163,79.92061,2846,44
cas_pcw,05-08-2022,07:23:21,13.055747,80.273821,5339,27
cas_ldw,05-08-2022,07:24:02,12.611569,79.923482,2846,57
cas_pcw,05-08-2022,07:24:29,13.052908,80.273306,5339,26
cas_pcw,05-08-2022,07:25:45,13.053319,80.270427,5339,16
cas_ldw,05-08-2022,07:26:46,12.634517,79.932956,2846,53
cas_pcw,05-08-2022,07:27:18,13.049124,80.26458,805,23
cas_pcw,05-08-2022,07:27:36,13.048858,80.265234,805,26
cas_pcw,05-08-2022,07:27:39,12.998282,80.10133,3143,21
cas_pcw,05-08-2022,07:28:03,13.047575,80.266321,805,19
cas_ldw,05-08-2022,07:28:51,12.646625,79.940154,2846,54
cas_hmw,05-08-2022,07:28:56,13.054118,80.261279,5339,23
cas_ldw,05-08-2022,07:29:19,12.653324,79.940105,2846,57
cas_pcw,05-08-2022,07:30:41,12.992997,80.11402,3143,34
cas_hmw,05-08-2022,07:30:43,12.657476,79.947229,2846,44
cas_hmw,05-08-2022,07:30:49,12.657151,79.948366,2846,40
cas_hmw,05-08-2022,07:31:02,12.657151,79.948366,2846,40
cas_hmw,05-08-2022,07:31:04,12.991034,80.115909,3143,43
cas_hmw,05-08-2022,07:31:21,13.051675,80.250362,5339,47
cas_hmw,05-08-2022,07:31:36,12.656067,79.952124,2846,49
cas_ldw,05-08-2022,07:32:28,12.656019,79.953317,2846,37
cas_hmw,05-08-2022,07:32:39,13.048234,80.24949,5339,47
cas_hmw,05-08-2022,07:33:13,13.042389,80.247572,5339,40
cas_pcw,05-08-2022,07:33:57,12.984628,80.121685,3143,0
cas_pcw,05-08-2022,07:34:40,12.984767,80.123984,3143,13
cas_hmw,05-08-2022,07:35:02,13.035344,80.246094,5339,22
cas_ldw,05-08-2022,07:36:00,13.032241,80.242242,5339,54
cas_pcw,05-08-2022,07:37:59,12.676048,79.978136,2846,38
cas_hmw,05-08-2022,07:38:11,12.678883,79.980214,2846,30
cas_hmw,05-08-2022,07:38:13,13.030821,80.239489,5339,33
cas_ldw,05-08-2022,07:39:35,13.025926,80.231077,5339,48
cas_pcw,05-08-2022,07:41:28,13.020122,80.224918,5339,32
cas_hmw,05-08-2022,07:41:43,13.018324,80.224696,5339,42
cas_fcw,05-08-2022,07:41:58,13.017326,80.225101,5339,42
cas_hmw,05-08-2022,07:42:31,13.015061,80.225989,5339,21
cas_hmw,05-08-2022,07:42:32,13.015061,80.225989,5339,21
cas_hmw,05-08-2022,07:43:19,13.012469,80.226984,5339,28
cas_pcw,05-08-2022,07:43:32,12.686688,79.983125,2846,22
cas_pcw,05-08-2022,07:43:57,12.982466,80.13959,3143,27
cas_pcw,05-08-2022,07:44:26,12.98389,80.140194,3143,23
cas_hmw,05-08-2022,07:44:51,12.686688,79.983125,2846,22
cas_hmw,05-08-2022,07:45:11,13.012134,80.221025,5339,23
cas_hmw,05-08-2022,07:45:38,13.006468,80.255855,805,32
cas_hmw,05-08-2022,07:45:46,13.011249,80.218108,5339,48
cas_pcw,05-08-2022,07:45:50,12.686688,79.983125,2846,22
cas_hmw,05-08-2022,07:47:04,13.011249,80.218108,5339,48
cas_pcw,05-08-2022,07:47:30,12.985868,80.141919,3143,11
cas_hmw,05-08-2022,07:48:21,13.006747,80.250106,805,35
cas_ldw,05-08-2022,07:48:33,13.011249,80.218108,5339,48
