SLNO,ZONE,WARD,HOSPITAL NAME,ADDRESS,ADDRESS,Status geocode,Formatted address,Latitude,Longitude,Type,Location Type,Postal code,City,Country,Region
384,08-Anna Nagar,102,"DR.MU.VA HOSPITAL,","SHENOY NAGAR, CHENNAI   600030","43, LAKSHMI TALKIES ROAD, SHENOY NAGAR,
CHENNAI 600030",Ok,"43, Lakshmi Talkies Rd, Shenoy Nagar, Chennai, Tamil Nadu 600030, India",13.0761928,80.2271536,premise,ROOFTOP,600030,Chennai,India,Tamil Nadu
385,08-Anna Nagar,102,BILLROTH HOSPITAL,"43, LAKSHMI TALKIES ROAD, SHENOY NAGAR,
CHENNAI 600030","SHENOY NAGAR, CHENNAI 600030","2 found, use single geocode.","Shenoy Nagar, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0695305,80.231771,"neighborhood, political",APPROXIMATE,600030,Chennai,India,Tamil Nadu
386,08-Anna Nagar,102,SHENOY NAGAR CWC,"SHENOY NAGAR, CHENNAI   600030","SHENOY NAGAR, CHENNAI 600030","2 found, use single geocode.","Shenoy Nagar, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0695305,80.231771,"neighborhood, political",APPROXIMATE,600030,Chennai,India,Tamil Nadu
387,08-Anna Nagar,102,R.R.HOSPITAL,"SHENOY NAGAR, CHENNAI   600030","20, KELLYS ROAD, CHENNAI 600010",Ok,"20-26/A, Kellys Rd, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600084, India",13.0836686,80.2460913,street_address,ROOFTOP,600084,Chennai,India,Tamil Nadu
388,08-Anna Nagar,103,A.K.N.NURSING HOME,"20, KELLYS ROAD, CHENNAI   600010","47, P.H.ROAD, KILPAUK, CHENNAI 600010",Ok,"47, Poonamallee High Rd, Telecom Quarters, Chetpet, Chennai, Tamil Nadu 600031, India",13.0766669,80.2378244,street_address,RANGE_INTERPOLATED,600031,Chennai,India,Tamil Nadu
389,08-Anna Nagar,103,K.S.HOSPITAL,"47, P.H.ROAD, KILPAUK, CHENNAI 600010",KILPAUK CHENNAI 600010,Ok,"Kilpauk, Chennai, Tamil Nadu, India",13.0828318,80.2417105,"political, sublocality, sublocality_level_1",APPROXIMATE,,Chennai,India,Tamil Nadu
390,08-Anna Nagar,103,KILPAUK MEDICAL COLLEGE HOSPITAL,KILPAUK CHENNAI   600010,"NO. 729, P.H. ROAD AMINJIKARAI CHENNAI 600029",Ok,"729, Poonamallee High Rd, Shenoy Nagar, Chennai, Tamil Nadu 600030, India",13.0748407,80.2299312,premise,ROOFTOP,600030,Chennai,India,Tamil Nadu
391,08-Anna Nagar,103,"DR. V. SESHIAH DIABETES RESEARCH
INSTITUTE","NO. 729, P.H. ROAD AMINJIKARAI CHENNAI 600029","32, KILPAUK GARDEN ROAD KILPAUK CHENNAI
600010",Ok,"32/1, Kilpauk Garden Road, Aspiran Garden Colony, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0838187,80.2359944,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
392,08-Anna Nagar,103,SREE SAI KRISHNA POLY CLINIC HOSPITAL,"32, KILPAUK GARDEN ROAD KILPAUK CHENNAI
600010","NO.1, PROF. SUBRAMANIAM STREET KILPAUK
CHENNAI 600010",Ok,"1, Professor Subramaniam St, Chetpet, Chennai, Tamil Nadu 600008, India",13.0789033,80.2403136,street_address,ROOFTOP,600008,Chennai,India,Tamil Nadu
393,08-Anna Nagar,103,RIGHT HOSPITAL,"NO.1, PROF. SUBRAMANIAM STREET KILPAUK
CHENNAI 600010","NO. 814, P.H. ROAD KILPAUK CHENNAI 600010",Ok,"814, Poonamallee High Rd, Opposite To KMC, Kilpauk, Chennai, Tamil Nadu 600010, India",13.077684,80.2414812,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
394,08-Anna Nagar,103,NEW HOPE MEDICAL CENTRE,"NO. 814, P.H. ROAD KILPAUK CHENNAI 600010","NO. 34/72, ORMES ROAD, KILPAUK CHENNAI 600010",Ok,"34, Ormes Rd, Purasaiwakkam, Chennai, Tamil Nadu 600010, India",13.080771,80.250009,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
395,08-Anna Nagar,103,TOSH HOSPITALS PVT. LTD,"NO. 34/72, ORMES ROAD, KILPAUK CHENNAI   600010","NO.15, BANK STREET, KILPAUK, CHENNAI 600010",Ok,"15, Bank St, Telecom Quarters, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0807355,80.2339829,premise,ROOFTOP,600010,Chennai,India,Tamil Nadu
396,08-Anna Nagar,103,BE WELL MN HOSPITALS,"NO.15, BANK STREET, KILPAUK, CHENNAI   600010","264/125, KILPAUK GARDEN ROAD, KILPAUK,
CHENNAI 600010",Ok,"264-A, 264-A, Kilpauk Garden Road, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0834183,80.2342134,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
397,08-Anna Nagar,103,ONELIFE MOTS HOSPITAL,"264/125, KILPAUK GARDEN ROAD, KILPAUK,
CHENNAI   600010","NO. 264/125, KILPAUK GARDEN ROAD, KILPAUK,
CHENNAI 600010",Ok,"264-A, 264-A, Kilpauk Garden Road, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0834183,80.2342134,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
398,08-Anna Nagar,103,MOTS HOSPITAL,"NO. 264/125, KILPAUK GARDEN ROAD, KILPAUK,
CHENNAI 600010","ZEW NO. 80, ALAGAPPA NAGAR, P.H. ROAD,
KILPAUK, CHENNAI 600010","Ok, partial match","Poonamallee High Rd, Alagappa Nagar, Telecom Quarters, Kilpauk, Chennai, Tamil Nadu, India",13.0759064,80.2346416,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
399,08-Anna Nagar,103,NEPHROLIFE CARE INDIA PVT LTD,"ZEW NO. 80, ALAGAPPA NAGAR, P.H. ROAD,
KILPAUK, CHENNAI   600010","7, BARNABY ROAD, KILPAUK, CHENNAI 600010",Ok,"7, Barnaby Rd, near Aditya Hospital, Barnaby Avenue, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0807032,80.2485847,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
400,08-Anna Nagar,103,ADITYA HOSPITAL,"7, BARNABY ROAD, KILPAUK, CHENNAI 600010","856, P.H.ROAD, CHENNAI 600010",Ok,"856, Poonamallee High Rd, Chetpet, Chennai, Tamil Nadu 600010, India",13.0788887,80.2468994,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
401,08-Anna Nagar,103,KENSINGTON CLINIC AND HOSPITAL,"856, P.H.ROAD, CHENNAI   600010","47/3, NEW AVADI ROAD, CHENNAI 600010",Ok,"47/3, New Avadi Rd, Alagappa Nagar, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0782897,80.2336873,subpremise,ROOFTOP,600010,Chennai,India,Tamil Nadu
402,08-Anna Nagar,103,RIGID HOSPITAL PVT.LTD.,"47/3, NEW AVADI ROAD, CHENNAI   600010","16, UMAYAL ROAD, CHENNAI 600010",Ok,"16, Umayal Rd, Alagappa Nagar, Telecom Quarters, Kilpauk, Chennai, Tamil Nadu 600031, India",13.0783711,80.235465,street_address,RANGE_INTERPOLATED,600031,Chennai,India,Tamil Nadu
403,08-Anna Nagar,103,"HOPKIN HOSPITAL (P) LTD.,","16, UMAYAL ROAD, CHENNAI   600010","764-A, P.H.ROAD, CHENNAI 600010",Ok,"764, Poonamallee High Rd, New Bupathy Nagar, Chetpet, Chennai, Tamil Nadu 600031, India",13.0782502,80.2469805,street_address,RANGE_INTERPOLATED,600031,Chennai,India,Tamil Nadu
404,08-Anna Nagar,103,ARUMUGAM NURSING HOME,"764-A, P.H.ROAD, CHENNAI   600010","NO.50, NEW AVADI ROAD, CHENNAI 600010",Ok,"50, New Avadi Rd, Annai Sathya Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.0957304,80.2215552,street_address,ROOFTOP,600049,Chennai,India,Tamil Nadu
405,08-Anna Nagar,103,HT.VIRA REDDI HOSPITAL,"NO.50, NEW AVADI ROAD, CHENNAI   600010","P.H.ROAD, CHENNAI 600010",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600010, India",13.0783708,80.2480658,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
406,08-Anna Nagar,103,SARALA NEUROLOGY HOSPITAL,"P.H.ROAD, CHENNAI   600010","P.H.ROAD, CHENNAI 600010",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600010, India",13.0783708,80.2480658,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
407,08-Anna Nagar,103,HALSTED SURGICAL CLINIC,"P.H.ROAD, CHENNAI   600010","P.H.ROAD, CHENNAI 600010",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600010, India",13.0783708,80.2480658,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
408,08-Anna Nagar,103,JAYADEV POLYCLINIC,"P.H.ROAD, CHENNAI   600010","91-A, MILLERS ROAD, KILPAUK, CHENNAI 600010",Ok,"91A, Millers Rd, Pava Puri Colony, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0845993,80.2498262,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
409,08-Anna Nagar,103,AYSHA HOSPITAL (P) LTD.,"91-A, MILLERS ROAD,  KILPAUK, CHENNAI 600010","P.H.ROAD, CHENNAI 600010",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600010, India",13.0783708,80.2480658,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
410,08-Anna Nagar,103,GUEST HOSPITAL,"P.H.ROAD, CHENNAI   600010","P.H.ROAD, CHENNAI 600010",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600010, India",13.0783708,80.2480658,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
411,08-Anna Nagar,103,RAMRAJ HOSPITAL,"P.H.ROAD, CHENNAI   600010","P.H.ROAD, CHENNAI 600010",Ok,"Poonamallee High Rd, Chennai, Tamil Nadu 600010, India",13.0783708,80.2480658,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
412,08-Anna Nagar,103,APOLLO FIRST MED HOSPITAL,"P.H.ROAD, CHENNAI   600010","KIILPAUK GARDEN ROAD, KILPAUK, CHENNAI 600010","Ok, partial match","Kilpauk Garden Road, Kilpauk, Chennai, Tamil Nadu, India",13.0828706,80.2337836,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
413,08-Anna Nagar,103,CHENNAI CANCER CARE,"KIILPAUK GARDEN ROAD, KILPAUK, CHENNAI 600010","MILLERS ROAD, KILPAUK, CHENNAI 600010",Ok,"Millers Rd, Kilpauk, Chennai, Tamil Nadu, India",13.0831819,80.249917,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
414,08-Anna Nagar,103,DR.REX HOSPITALS,"MILLERS ROAD, KILPAUK, CHENNAI 600010","HALLS ROAD, KILPAUK, CHENNAI 600010",Ok,"Halls Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0819291,80.2339603,route,GEOMETRIC_CENTER,600010,Chennai,India,Tamil Nadu
415,08-Anna Nagar,103,MERCY HOME,"HALLS ROAD, KILPAUK, CHENNAI 600010","3,MANDAPAM ROAD, CHENNAI 600010",Ok,"5/3, Mandapam Rd, Kilpauk Garden, Kumaran Nagar, Kilpauk, Chennai, Tamil Nadu 600010, India",13.08645,80.233917,subpremise,ROOFTOP,600010,Chennai,India,Tamil Nadu
416,08-Anna Nagar,103,REGINA NURSING HOME,"3,MANDAPAM ROAD, CHENNAI   600010","NEW NO.261, OLD NO.829/2, P.H.ROAD, KILPAUK,
CHENNAI 600010","Ok, partial match","829, Poonamallee High Rd, New Bupathy Nagar, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0782585,80.2456024,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
417,08-Anna Nagar,103,RAMARAO POLY CLINIC,"NEW NO.261, OLD NO.829/2, P.H.ROAD, KILPAUK,
CHENNAI 600010","214, P.H.ROAD, CHENNAI 600010",Ok,"214, Poonamallee High Rd, Aminjikarai, Chennai, Tamil Nadu 600029, India",13.07466,80.2297728,street_address,ROOFTOP,600029,Chennai,India,Tamil Nadu
418,08-Anna Nagar,103,KUMARAN HOSPITAL,"214, P.H.ROAD, CHENNAI   600010","866, P.H.ROAD, KILPAUK, CHENNAI 600010",Ok,"222-866, 222-866, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600008, India",13.078851,80.24851,street_address,ROOFTOP,600008,Chennai,India,Tamil Nadu
419,08-Anna Nagar,103,R.K.GYNAEC AND MATERNITY HOSPITAL,"866, P.H.ROAD, KILPAUK, CHENNAI 600010","828,P.H.ROAD, KILPAUK, CHENNAI 600010",Ok,"828/268, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0783151,80.2454186,street_address,ROOFTOP,600010,Chennai,India,Tamil Nadu
420,08-Anna Nagar,103,RAMNATH CLINIC AND NURSING HOME,"828,P.H.ROAD, KILPAUK, CHENNAI 600010","753,P.H.ROAD, KILPAUK, CHENNAI 600010",Ok,"753, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600031, India",13.0782461,80.2469607,street_address,ROOFTOP,600031,Chennai,India,Tamil Nadu
421,08-Anna Nagar,103,PADMA CLINIC AND NURSING HOME,"753,P.H.ROAD, KILPAUK, CHENNAI 600010","142/9, AKSHAYA BUILDING, PURASAWALKAM HIGH
ROAD, KELLYS, CHENNAI 600010","Ok, partial match","Purasawalkam High Rd, Chennai, Tamil Nadu, India",13.0857517,80.2517654,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
422,08-Anna Nagar,103,DR.MEERAS NURSING HOME,"142/9, AKSHAYA BUILDING, PURASAWALKAM HIGH
ROAD, KELLYS, CHENNAI 600010","KILPAUK, CHENNAI 600010",Ok,"Kilpauk, Chennai, Tamil Nadu, India",13.0828318,80.2417105,"political, sublocality, sublocality_level_1",APPROXIMATE,,Chennai,India,Tamil Nadu
423,08-Anna Nagar,103A,KILPAUK MEDICAL COLLEGE HOSPITAL,"KILPAUK, CHENNAI   600010","25, DR. ALAGAPPA ROAD, PURASAWALKAM,
CHENNAI 600084",Ok,"No. 25, Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0814385,80.2553324,subpremise,ROOFTOP,600084,Chennai,India,Tamil Nadu
424,08-Anna Nagar,104,"KOLA SARASWATHI AGARWAL SAMAJ HEALTH
CENTRE","25, DR. ALAGAPPA ROAD, PURASAWALKAM,
CHENNAI   600084","NO.10, SUBRAMANI STREET, PURASAWALKAM,
CHENNAI 600007",Ok,"No-10, Subramani St, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.086755,80.2528143,subpremise,ROOFTOP,600007,Chennai,India,Tamil Nadu
425,08-Anna Nagar,104,VASVI POLY CLINIC,"NO.10, SUBRAMANI STREET, PURASAWALKAM,
CHENNAI 600007","182, P.H.ROAD, CHENNAI 600084",Ok,"182, Poonamallee High Rd, New Bupathy Nagar, Chetpet, Chennai, Tamil Nadu 600031, India",13.077948,80.2445187,street_address,RANGE_INTERPOLATED,600031,Chennai,India,Tamil Nadu
426,08-Anna Nagar,104,K.J.HOSPITAL,"182, P.H.ROAD, CHENNAI   600084","230, PURASAWALKAM HIGH ROAD, CHENNAI 600007",Ok,"230, Purasawalkam High Rd, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600012, India",13.0871402,80.2585452,street_address,RANGE_INTERPOLATED,600012,Chennai,India,Tamil Nadu
427,08-Anna Nagar,104,THE PVT.HOSPITAL,"230, PURASAWALKAM HIGH ROAD, CHENNAI   600007","6, DR.ALAGAPPA ROAD, PURASAWALKAM, CHENNAI
600084",Ok,"6, Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0814326,80.2553303,street_address,ROOFTOP,600084,Chennai,India,Tamil Nadu
428,08-Anna Nagar,104,KOLA SARASWATHY HOSPITAL,"6, DR.ALAGAPPA ROAD, PURASAWALKAM, CHENNAI
600084","4, AUDIAPPA STREET, PURASAWALKAM, CHENNAI
600084",Ok,"4, Audiappa St, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0817901,80.2512335,premise,ROOFTOP,600084,Chennai,India,Tamil Nadu
429,08-Anna Nagar,104,NOBLE HOSPITAL,"4, AUDIAPPA STREET, PURASAWALKAM, CHENNAI
600084","77, ALAGAPPA ROAD, CHENNAI 600084",Ok,"77, Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0817015,80.2530988,street_address,RANGE_INTERPOLATED,600084,Chennai,India,Tamil Nadu
430,08-Anna Nagar,104,V.K.HOSPITAL,"77, ALAGAPPA ROAD, CHENNAI   600084","9, MADAM 1ST LANE, DR. ALAGAPPA ROAD,
PURASAIWALKAM, CHENNAI. 600084","Ok, partial match","Alagappa Rd, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0816966,80.2526846,route,GEOMETRIC_CENTER,600084,Chennai,India,Tamil Nadu
431,08-Anna Nagar,104,GANGA NURSING HOME,"9, MADAM 1ST LANE, DR. ALAGAPPA ROAD,
PURASAIWALKAM, CHENNAI. 600084","29, SUNDARAM STREET, PURASAWALKAM, CHENNAI
600007",Ok,"29, Sundaram St, Salama Nagar, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.0865921,80.2534117,street_address,ROOFTOP,600007,Chennai,India,Tamil Nadu
432,08-Anna Nagar,104,PURASAI HEALTH CARE CENTRE,"29, SUNDARAM STREET, PURASAWALKAM, CHENNAI
600007","27, SUNDARAM PILLAI STREET, PURASAWALKAM,
CHENNAI 600007",Ok,"27, Sundaram St, Salama Nagar, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.0862845,80.2534707,street_address,ROOFTOP,600007,Chennai,India,Tamil Nadu
433,08-Anna Nagar,104,"JAIMARUTHI CLINIC ,","27, SUNDARAM PILLAI STREET, PURASAWALKAM,
CHENNAI 600007","10, SUBRAMANIYA MUDALI STREET, KILPAUK,
CHENNAI 600010",Ok,"10, Subramania Mudali St, Suriyammapet, Saidapet, Chennai, Tamil Nadu 600015, India",13.0241514,80.2220228,street_address,ROOFTOP,600015,Chennai,India,Tamil Nadu
434,08-Anna Nagar,104,VASVI POLY CLINIC,"10, SUBRAMANIYA MUDALI STREET, KILPAUK,
CHENNAI 600010","NO.23, FRIENDS AVENUE, ARUMBAKKAM, CHENNAI
600106",Ok,"23, Friends Ave, Vathalagundu Arumugam Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0725236,80.2143213,premise,ROOFTOP,600106,Chennai,India,Tamil Nadu
435,08-Anna Nagar,105,APPASAMY MULTI SPECIALITY HOSPITAL,"NO.23, FRIENDS AVENUE, ARUMBAKKAM, CHENNAI
600106",ARUMBAKKAM CHENNAI 600106,Ok,"Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0724233,80.2101773,"political, sublocality, sublocality_level_1",APPROXIMATE,600106,Chennai,India,Tamil Nadu
436,08-Anna Nagar,105,S.V.HOME FOR AGED,ARUMBAKKAM CHENNAI   600106,"16, NEW NATARAJAPURAM, AMINJIKARAI, CHENNAI
600029",Ok,"16, New Natarajapuram Road, Ayyavoo Colony, Balavinayagar Nagar, Chennai, Tamil Nadu 600106, India",13.0695802,80.215903,street_address,RANGE_INTERPOLATED,600106,Chennai,India,Tamil Nadu
437,08-Anna Nagar,106,PEOPLE'S NURSING HOME,"16, NEW NATARAJAPURAM, AMINJIKARAI, CHENNAI
600029","CP-50, RAZACK GARDEN, ARUMBAKKAM, CHENNAI
600106","Ok, partial match","50, Razaak Garden, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600106, India",13.0734359,80.217249,street_address,ROOFTOP,600106,Chennai,India,Tamil Nadu
438,08-Anna Nagar,106,MOHAN HOSPITAL,"CP-50, RAZACK GARDEN, ARUMBAKKAM, CHENNAI
600106","12, GOVINDAN STREET, AYYAVOO COLONY,
AMINJIKARAI,CHENNAI 600029",Ok,"12, Govinda St, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600029, India",13.0725269,80.2193869,premise,ROOFTOP,600029,Chennai,India,Tamil Nadu
439,08-Anna Nagar,106,M.R.HOSPITAL,"12, GOVINDAN STREET, AYYAVOO COLONY,
AMINJIKARAI,CHENNAI 600029","10, DR.GURUSAMY ROAD, CHENNAI 600031",Ok,"25-10/A, Dr Gurusamy Rd, Chetpet, Chennai, Tamil Nadu 600029, India",13.073809,80.235795,street_address,ROOFTOP,600029,Chennai,India,Tamil Nadu
440,08-Anna Nagar,107,ZUBEDA HOSPITAL LTD.,"10, DR.GURUSAMY ROAD, CHENNAI   600031","CHETPET, CHENNAI 600031",Ok,"Chetpet, Chennai, Tamil Nadu 600031, India",13.071373,80.2416576,"political, sublocality, sublocality_level_1",APPROXIMATE,600031,Chennai,India,Tamil Nadu
441,08-Anna Nagar,107,BETHANY HEALTH CENTRE,"CHETPET, CHENNAI   600031","77, HARRINGTON ROAD, CHETPET CHENNAI 600031",Ok,"77, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",13.0694117,80.2368899,street_address,ROOFTOP,600031,Chennai,India,Tamil Nadu
442,08-Anna Nagar,107,PRASHANTH HOSPITAL,"77, HARRINGTON ROAD, CHETPET CHENNAI 600031","9, PACHIAYAPPAS COLLEGE HOSTEL ROAD,
CHETPET, CHENNAI 600031","2 found, use single geocode.","PACHAIYAPPAS COLLEGE, Poonamallee High Rd, Shenoy Nagar, Chetpet, Chennai, Tamil Nadu 600030, India",13.0728813,80.2328284,premise,GEOMETRIC_CENTER,600030,Chennai,India,Tamil Nadu
443,08-Anna Nagar,107,PADMINI NURSING HOME,"9, PACHIAYAPPAS COLLEGE HOSTEL ROAD,
CHETPET, CHENNAI 600031","R,RTH STMANGALAPURAM CHETPUT CHENNAI
600031","2 found, use single geocode.","Tarapore Ave, Chetpet, Chennai, Tamil Nadu 600031, India",13.0689979,80.2343444,route,GEOMETRIC_CENTER,600031,Chennai,India,Tamil Nadu
444,08-Anna Nagar,107,URBAN FAMILY WELFARE CENTRE,"R,RTH STMANGALAPURAM CHETPUT CHENNAI
600031","21, MC.NICHOLS ROAD, CHENNAI 600031",Ok,"21, Mc Nichols Rd, Chetpet, Chennai, Tamil Nadu 600031, India",13.0715942,80.2414018,street_address,ROOFTOP,600031,Chennai,India,Tamil Nadu
445,08-Anna Nagar,107,MEHTAS HOSPITAL PRIVATE LTD,"21, MC.NICHOLS ROAD, CHENNAI   600031","10-A, DR.GURUSAMY ROAD, CHENNAI 600031",Ok,"10a, Dr Gurusamy Rd, Chetpet, Chennai, Tamil Nadu 600031, India",13.0740523,80.2356671,street_address,ROOFTOP,600031,Chennai,India,Tamil Nadu
446,08-Anna Nagar,107,JOSEPHS NURSING HOME,"10-A, DR.GURUSAMY ROAD, CHENNAI   600031","OLD NO.11, NEW NO. 9 MC. NICHOLS ROAD 4TH
LANE CHETPET, CHENNAI 600031","Ok, partial match","4th, 7/9, Mc Nichols Rd, Chetpet, Chennai, Tamil Nadu 600031, India",13.0707597,80.2414604,subpremise,ROOFTOP,600031,Chennai,India,Tamil Nadu
447,08-Anna Nagar,107,"SRI SAINATH HOSPITAL AND RESEACH
INSTITUTE","OLD NO.11, NEW NO. 9 MC. NICHOLS ROAD 4TH
LANE CHETPET, CHENNAI 600031","7, VENKATESHWARA LANE, CHOOLAIMEDU,
CHENNAI 600094",Ok,"7, Venkateswara Ln, Uliyanallore, Kamaraj Nagar, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.0605259,80.2226047,street_address,ROOFTOP,600094,Chennai,India,Tamil Nadu
448,08-Anna Nagar,108,SIVASAKTHI NURSING HOME,"7, VENKATESHWARA LANE, CHOOLAIMEDU,
CHENNAI 600094","CP-50, RAZACK GARDEN MAIN ROAD ARUMBAKKAM,
CHENNAI 600106","2 found, use single geocode.","50, Razaak Garden, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600106, India",13.0734359,80.217249,street_address,ROOFTOP,600106,Chennai,India,Tamil Nadu
449,08-Anna Nagar,108,VASANTHI ORTHOPAEDIC HOSPITAL,"CP-50, RAZACK GARDEN MAIN ROAD ARUMBAKKAM,
CHENNAI   600106","1, PARTHASARATHYPURAM, T.NAGAR, CHENNAI
600017",Ok,"1st St, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu, India",13.0496997,80.2418486,route,GEOMETRIC_CENTER,,Chennai,India,Tamil Nadu
450,08-Kodambakkam,119,VIDYA NURSINGL HOME,"1, PARTHASARATHYPURAM, T.NAGAR, CHENNAI
600017","8, DR.NAIR ROAD, CHENNAI T.NAGAR 600017",Ok,"8, Dr Nair Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0439483,80.2406077,street_address,ROOFTOP,600017,Chennai,India,Tamil Nadu
451,08-Kodambakkam,126,GANGA NURSING HOME,"8, DR.NAIR ROAD, CHENNAI T.NAGAR 600017","11, MADLEY ROAD, T.NAGAR, CHENNAI 600017",Ok,"11A, Madley Rd, Asoka Nagar, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0350931,80.2272299,premise,ROOFTOP,600017,Chennai,India,Tamil Nadu
452,08-Kodambakkam,127,BHARATHI RAJAA HOSPITAL,"11, MADLEY ROAD, T.NAGAR, CHENNAI 600017",31 T T K ROAD CHENNAI 600004,Ok,"31, TT Krishnamachari Rd, Pudupet, Royapettah, Chennai, Tamil Nadu 600014, India",13.0473427,80.2610485,street_address,RANGE_INTERPOLATED,600014,Chennai,India,Tamil Nadu
453,09-Teynampet,01B,CHILD WELFARE CENTRE,31 T T K ROAD CHENNAI    600004,"15 P S SIVASWAMY SALAI MYLAPORE CHENNAI
600004",Ok,"15, PS Siva Swamy Rd, Luz, Mylapore, Chennai, Tamil Nadu 600004, India",13.0408577,80.2676432,street_address,RANGE_INTERPOLATED,600004,Chennai,India,Tamil Nadu
454,09-Teynampet,01B,"DR.MOHAN KAMESWARAN MADRAS ENT
RESEARCH FOUNDATION","15 P S SIVASWAMY SALAI  MYLAPORE CHENNAI
600004","19 DR RADHAKRISHNAN ROAD MYLAPORE CHENNAI
600004",Ok,"19-226, 19-226, Dr Radha Krishnan Salai, Jagadambal Colony, Meccapuram, Mylapore, Chennai, Tamil Nadu 600005, India",13.043738,80.27602,street_address,ROOFTOP,600005,Chennai,India,Tamil Nadu
455,09-Teynampet,01B,SUDHA SURGICAL CLINIC,"19 DR RADHAKRISHNAN ROAD MYLAPORE CHENNAI
600004",NO.22 SYNOJI STREET TRIPLICANE CHENNAI 600005,"Ok, partial match","Chennai, Tamil Nadu 600005, India",13.0639677,80.2805753,postal_code,APPROXIMATE,600005,Chennai,India,Tamil Nadu
456,09-Teynampet,01B,DR R GOWRI JANANI CLINIC,NO.22 SYNOJI STREET TRIPLICANE CHENNAI  600005,"NO. 15, P.S. SIVASAMY SALAI MYLAPORE CHENNAI
600004",Ok,"15, PS Sivasamy Salai, Kapali Thottam, Mylapore, Chennai, Tamil Nadu 600004, India",13.0376157,80.2644352,street_address,RANGE_INTERPOLATED,600004,Chennai,India,Tamil Nadu
457,09-Teynampet,01B,LAKSHA HOSPITAL,"NO. 15, P.S. SIVASAMY SALAI MYLAPORE CHENNAI
600004","A/16 CHINAPPA RAWTHET ST., CHENNAI 600005","Ok, partial match","Chennai, Tamil Nadu 600005, India",13.0639677,80.2805753,postal_code,APPROXIMATE,600005,Chennai,India,Tamil Nadu
